Height,Weight,Total Seasons,Total Games,Games Started,Total Minutes Played,Field Goals,Field Goals Attempted,Field Goal %,3pt,3pt Attempted,3pt %,2pt,2pt Attempted,2pt %,Free Throws,Free Throws Attempted,Free Throws %,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Player ID,Name,PC1,PC2
-0.4807921716192827,0.17039554375244412,2.2718092081885555,2.666832609969528,0.2160156523782432,1.011316357906699,0.5958268255403357,1.1712215476983412,-0.9481592563507037,1.2503707488942273,1.2908347736440753,0.8471931507671885,-0.14707325577339167,0.07428905768198557,-0.8647060427572115,0.19006109607209948,0.060153977688796524,0.35351955216492126,-0.5972265243981124,-0.6061818326210898,-0.6783873976963815,0.00806194736929952,0.18266946769544676,-0.09315154006490155,-0.2564737130464077,0.27941268024088006,0.8094093032369859,688,Vince Carter,-1.0372290099882808,-3.2264400910784037
1.2675429979053758,0.17039554375244412,1.6855358641398959,2.293036581675665,-0.05841549900696596,0.09079480817910959,0.06101387214761939,-0.03257807561440464,0.2444442231074907,-0.8943475167905538,-0.8943521652913766,-0.6722424638415676,0.47750477683352943,0.575401068683995,-0.10718457309349703,-0.5975421373782581,-0.4272474825588916,-0.8215271510894712,0.9485005877208283,1.1974639824222562,1.209518161755515,-0.9714646580005912,-0.5296265698591262,-0.04187546296495588,0.3224011251774591,1.3579658488425903,-0.3694816890442372,4671,Kevin Willis,2.4554015887191634,0.9170468529442984
1.2675429979053758,0.6404522161729795,1.6855358641398959,1.959650934818976,0.7960155333064844,0.23262352650273288,0.7992063993657352,0.14223111060922825,1.6845195062501663,-0.9188585826840941,-0.9802328746818528,-1.54940923330863,1.078289360579234,0.7669088435892213,1.495869159389885,-0.24933860258967896,-0.08174771326939095,-0.7511392678871898,0.8333287636805935,1.547737227662558,1.3605506065116668,-0.7699159737681034,-0.32283094605295987,1.940799518232949,0.5635989744374036,0.7917254353266927,0.30622412360475626,3276,Robert Parish,4.477523460109966,0.029913697464701097
-1.354959756381612,-0.7697178010886269,-0.6595575120547419,1.4646237622135891,-0.09670821780490212,0.26509899797298503,-0.9106885361292879,-0.9026510706820329,-0.27682617188748077,-0.6860034566954607,-0.6176254350331752,0.02344152573575783,-0.36716265773963946,-0.31830188087372885,-0.29892237246896014,-0.09181795589960742,-0.22981904296489136,0.4770574696219843,-0.6335965740950288,-1.0035067078190445,-0.9301081389566346,1.6123894738599025,0.5273288407057244,-0.8964767479640525,0.9977551031053039,-0.43512879395775245,-0.8927942758617561,2904,Andre Miller,-2.4449707075151825,0.0019175764438835107
1.8503213877469287,0.40542387996271184,1.0992625200912365,1.444418571495002,1.6080076288045386,1.9199110751916737,2.561829372519195,1.5804339609036646,2.2558107977345556,-0.9188585826840941,-0.9802328746818528,-1.54940923330863,2.4642577567450674,1.9255308817658419,2.1653798358976486,0.563136311917006,0.7573231550051103,-0.7267189818782351,1.0454873869126051,1.0040295037074625,1.149734485706205,-0.03627876316184775,-0.897263234403422,2.180087878032696,-0.9318276909742524,0.036738217305495736,1.9365441056131807,3,Kareem Abdul-Jabbar,6.685909301277638,-2.4399559562534336
-1.0635705614608355,-0.5346894648783591,0.512989176042577,1.1009303292790196,1.3424597970175318,1.565698521323658,-1.596153025688966,-1.0734873208551288,-1.9907000463406486,0.8214270957572711,0.9520830866038633,0.703036616386688,-1.652008896245305,-1.499266492789292,-1.9962733833337167,-1.103266318856909,-1.130586298612518,0.23141812212014828,-0.6032881993475985,0.00026139794420903574,-0.313392322869015,2.0719204739099744,1.8600117496787962,-0.6913724395642694,1.1746335258959304,-1.4058266456992912,-1.4017301432612117,2309,Jason Kidd,-4.69651392743408,-1.0455203983656287
1.2675429979053758,1.3455372248037827,1.6855358641398959,1.060519947841845,1.2945938985201118,1.046522068128875,0.9950533963827862,1.147383931395119,-0.0662118708794119,0.7724049639701903,0.7612370657361384,0.8742225009635319,0.4001760680345774,0.40942766376613215,0.1788505046633428,1.276124502198383,0.7079660451066101,1.5443676169545173,-0.7548300730847496,1.0563090925492988,0.2435398171692944,-0.42325223688822433,-0.6215357359952002,0.29996505103468296,-0.642390271862319,-0.5025383669953597,1.3816027360759218,3157,Dirk Nowitzki,1.6667335444726048,-3.581971230579533
0.9761538029845993,1.110508888593515,1.6855358641398959,0.9291862081710283,1.3328866173180478,1.0468094616817092,0.7163480544739057,0.5037682912081058,0.6288153224472179,-0.7840477202696222,-0.7607599506839691,-0.012597607859367406,0.9295803051966338,0.9201150635134027,0.4083072153913553,-0.07523683519538936,-0.14961373937982878,0.21418027317265248,0.015002645499977716,1.6732082408829654,1.0144345872788192,0.1007743421162439,0.5043515491717059,1.2229344388337076,0.1776824156214926,-0.43512879395775245,0.34072825020810943,1446,Kevin Garnett,2.811997198025458,-1.5953800496701998
-1.9377381462231649,-2.1798878183502333,0.512989176042577,0.8786732313745602,0.7840243145476296,0.5286388859218453,-0.9106885361292879,-1.3754304606959502,1.1079628572405764,-0.13450447409080274,-0.18822188808079388,0.9327860930556104,-0.6586324062895359,-0.9790037042967598,1.5681637394822718,0.0657026907904641,-0.16195301685445354,0.8376158101071345,-0.9245569716703588,-1.4060595419011825,-1.329714815707286,3.3376462108899987,3.077808200981776,-0.8110166194641429,1.6570292244158193,0.07718396112805959,-0.7030215795433157,4073,John Stockton,-3.7574946910284788,-1.4860141520055743
-0.18940297669850634,1.110508888593515,-0.6595575120547419,0.7271343009851562,0.5797964809586367,0.8582792910225462,-0.25535435380300153,0.11442055825546833,-0.8797096085230798,1.005260089958824,1.047506097037726,0.8291735839696259,-0.6883742173660559,-0.6119471357284094,-0.6132466337402114,-1.1613002413216724,-1.2046219634602682,0.3994871493582461,-0.8457551973270403,-0.8989475301353721,-0.9773057779429318,0.15317700001669068,-0.5755811529271632,-0.8793847222640708,-0.30471328289839666,-1.4193085603068125,-0.3551049696261743,2142,Joe Johnson,-2.585620272996101,-0.8214701142096916
